cartPos,cartVel, poleAngle, poleVel, reward, done,idkwhatthisis,totalReward,action
0.06548891,-0.75296813,-0.14799505,0.4895064,1.0,False,False,28.0,0
0.050429553,-0.5561023,-0.13820493,0.15408368,1.0,False,False,29.0,1
0.039307505,-0.3592999,-0.13512325,-0.1788081,1.0,False,False,30.0,1
0.03212151,-0.16252908,-0.13869941,-0.5108794,1.0,False,False,31.0,1
0.028870927,0.034246195,-0.148917,-0.8438547,1.0,False,False,32.0,1
0.02955585,0.23105234,-0.16579409,-1.1794167,1.0,False,False,33.0,1
0.034176897,0.038424704,-0.18938243,-0.9429577,1.0,False,False,34.0,0
0.03494539,-0.15371078,-0.20824158,-0.7152536,1.0,False,False,35.0,0
0.031871177,-0.3454354,-0.22254665,-0.49466115,1.0,True,False,35.0,0
0.0070459642,-0.2437355,0.036990788,0.28657332,1.0,False,False,1.0,0
0.0021712543,-0.43936494,0.042722255,0.59068954,1.0,False,False,2.0,0
-0.0066160443,-0.24486636,0.054536045,0.31176442,1.0,False,False,3.0,1
-0.011513371,-0.44072112,0.060771335,0.6211355,1.0,False,False,4.0,0
-0.020327793,-0.24649815,0.07319404,0.34819457,1.0,False,False,5.0,1
-0.025257757,-0.4425807,0.080157936,0.6630307,1.0,False,False,6.0,0
-0.034109373,-0.24866004,0.093418546,0.39662492,1.0,False,False,7.0,1
-0.039082572,-0.054979064,0.101351045,0.13479535,1.0,False,False,8.0,1
-0.040182155,0.13855612,0.104046956,-0.12427149,1.0,False,False,9.0,1
-0.03741103,0.3320455,0.101561524,-0.3824013,1.0,False,False,10.0,1
-0.030770121,0.13563918,0.093913496,-0.059502162,1.0,False,False,11.0,0
-0.028057337,-0.060695067,0.09272345,0.26127145,1.0,False,False,12.0,0
-0.029271238,0.13298938,0.09794889,-0.0007855336,1.0,False,False,13.0,1
-0.026611451,-0.063390926,0.09793317,0.32112393,1.0,False,False,14.0,0
-0.02787927,-0.2597612,0.10435565,0.6430143,1.0,False,False,15.0,0
-0.033074494,-0.45617098,0.11721594,0.96665114,1.0,False,False,16.0,0
-0.042197913,-0.65265536,0.13654897,1.293738,1.0,False,False,17.0,0
-0.05525102,-0.8492226,0.16242371,1.625865,1.0,False,False,18.0,0
-0.07223547,-0.6563413,0.19494101,1.3878939,1.0,False,False,19.0,1
-0.0853623,-0.46410856,0.2226989,1.1619568,1.0,True,False,19.0,1
-0.00047509512,0.1858429,-0.03648476,-0.2729616,1.0,False,False,1.0,1
0.003241763,0.38146594,-0.04194399,-0.576925,1.0,False,False,2.0,1
0.010871082,0.18695623,-0.05348249,-0.29774496,1.0,False,False,3.0,0
0.014610207,0.38279817,-0.05943739,-0.6068042,1.0,False,False,4.0,1
0.02226617,0.18855543,-0.07157347,-0.3334189,1.0,False,False,5.0,0
0.026037278,-0.0054786955,-0.07824185,-0.06413752,1.0,False,False,6.0,0
0.025927704,-0.19939674,-0.0795246,0.20287003,1.0,False,False,7.0,0
0.02193977,-0.0032328703,-0.0754672,-0.11380144,1.0,False,False,8.0,1
0.021875111,-0.19719689,-0.07774323,0.15415017,1.0,False,False,9.0,0
0.017931174,-0.0010528453,-0.07466023,-0.16201071,1.0,False,False,10.0,1
0.017910117,-0.19503097,-0.07790044,0.106216185,1.0,False,False,11.0,0
0.014009498,0.0011158923,-0.075776115,-0.20999141,1.0,False,False,12.0,1
0.014031816,0.19723493,-0.07997595,-0.5255827,1.0,False,False,13.0,1
0.017976515,0.39338583,-0.0904876,-0.8423564,1.0,False,False,14.0,1
0.025844231,0.5896186,-0.107334726,-1.1620685,1.0,False,False,15.0,1
0.037636604,0.7859621,-0.13057609,-1.4863846,1.0,False,False,16.0,1
0.053355847,0.5926508,-0.16030379,-1.2371664,1.0,False,False,17.0,0
0.06520886,0.39990956,-0.18504712,-0.9986891,1.0,False,False,18.0,0
0.07320705,0.59695804,-0.2050209,-1.3433096,1.0,False,False,19.0,1
0.08514621,0.7939827,-0.23188709,-1.6925118,1.0,True,False,19.0,1
-0.015338984,0.1588865,0.0038985892,-0.3020699,1.0,False,False,1.0,1
-0.012161254,-0.036290795,-0.0021428089,-0.008159996,1.0,False,False,2.0,0
-0.01288707,-0.23138195,-0.0023060087,0.28384608,1.0,False,False,3.0,0
-0.01751471,-0.42647094,0.0033709127,0.57580084,1.0,False,False,4.0,0
-0.026044127,-0.62163997,0.014886929,0.86954373,1.0,False,False,5.0,0
-0.038476925,-0.42672366,0.032277804,0.5815783,1.0,False,False,6.0,1
-0.0470114,-0.2320685,0.04390937,0.29923564,1.0,False,False,7.0,1
-0.05165277,-0.42778793,0.049894083,0.60543704,1.0,False,False,8.0,0
-0.06020853,-0.6235708,0.062002823,0.91340864,1.0,False,False,9.0,0
-0.072679944,-0.4293399,0.080271,0.6408393,1.0,False,False,10.0,1
-0.081266746,-0.23542331,0.093087785,0.37447536,1.0,False,False,11.0,1
-0.08597521,-0.43173575,0.10057729,0.69499743,1.0,False,False,12.0,0
-0.09460992,-0.23814201,0.11447724,0.43559423,1.0,False,False,13.0,1
-0.09937277,-0.04481096,0.12318912,0.18107863,1.0,False,False,14.0,1
-0.10026898,-0.24146062,0.1268107,0.5099438,1.0,False,False,15.0,0
-0.105098195,-0.048331823,0.13700958,0.25975928,1.0,False,False,16.0,1
-0.10606483,-0.2451166,0.14220476,0.5923252,1.0,False,False,17.0,0
-0.11096717,-0.052241653,0.15405126,0.34760055,1.0,False,False,18.0,1
-0.112012,-0.24918076,0.16100328,0.684623,1.0,False,False,19.0,0
-0.11699561,-0.4461284,0.17469573,1.0233544,1.0,False,False,20.0,0
-0.12591818,-0.6430921,0.19516282,1.3654029,1.0,False,False,21.0,0
-0.13878003,-0.8400478,0.22247088,1.7122422,1.0,True,False,21.0,0
0.039696693,0.15574303,0.013422508,-0.24123244,1.0,False,False,1.0,1
0.042811554,-0.03956805,0.008597858,0.055653896,1.0,False,False,2.0,0
0.042020194,0.15542957,0.009710937,-0.23430398,1.0,False,False,3.0,1
0.045128785,-0.039829776,0.005024857,0.06142619,1.0,False,False,4.0,0
0.04433219,-0.23502341,0.0062533803,0.35569024,1.0,False,False,5.0,0
0.03963172,-0.039990924,0.013367185,0.06498572,1.0,False,False,6.0,1
0.038831905,-0.23530196,0.0146669,0.36185592,1.0,False,False,7.0,0
0.034125865,-0.04039151,0.021904018,0.073833615,1.0,False,False,8.0,1
0.033318035,0.15440969,0.023380691,-0.21185881,1.0,False,False,9.0,1
0.036406226,0.34918967,0.019143514,-0.49707565,1.0,False,False,10.0,1
0.04339002,0.15380311,0.009202002,-0.19842164,1.0,False,False,11.0,0
0.046466082,-0.041449245,0.0052335686,0.097149834,1.0,False,False,12.0,0
0.045637097,-0.23664582,0.0071765655,0.39147934,1.0,False,False,13.0,0
0.040904183,-0.43186888,0.015006152,0.68641627,1.0,False,False,14.0,0
0.032266807,-0.23695841,0.028734477,0.39849517,1.0,False,False,15.0,1
0.027527636,-0.04225564,0.03670438,0.11500833,1.0,False,False,16.0,1
0.026682524,-0.23788376,0.039004546,0.41904154,1.0,False,False,17.0,0
0.02192485,-0.43353608,0.04738538,0.7237612,1.0,False,False,18.0,0
0.013254127,-0.62928027,0.061860602,1.030974,1.0,False,False,19.0,0
0.00066852215,-0.8251682,0.08248008,1.3424194,1.0,False,False,20.0,0
-0.015834842,-1.0212255,0.10932847,1.6597271,1.0,False,False,21.0,0
-0.036259353,-1.2174387,0.142523,1.9843684,1.0,False,False,22.0,0
-0.060608126,-1.024073,0.18221039,1.7390207,1.0,False,False,23.0,1
-0.081089586,-0.83143497,0.2169908,1.508121,1.0,True,False,23.0,1
-0.044602968,0.24097437,0.042486273,-0.26760635,1.0,False,False,1.0,1
-0.03978348,0.43546504,0.03713415,-0.5465919,1.0,False,False,2.0,1
-0.031074181,0.23984157,0.026202308,-0.24244404,1.0,False,False,3.0,0
-0.02627735,0.4345796,0.021353427,-0.5267483,1.0,False,False,4.0,1
-0.017585756,0.6293947,0.010818463,-0.81262684,1.0,False,False,5.0,1
-0.004997863,0.8243668,-0.0054340744,-1.1018873,1.0,False,False,6.0,1
0.011489473,0.6293168,-0.027471822,-0.8109142,1.0,False,False,7.0,0
0.02407581,0.8248041,-0.043690104,-1.1121103,1.0,False,False,8.0,1
0.04057189,1.0204718,-0.06593231,-1.4181726,1.0,False,False,9.0,1
0.06098133,0.8262251,-0.09429576,-1.1468056,1.0,False,False,10.0,0
0.077505834,1.0224433,-0.117231876,-1.4675072,1.0,False,False,11.0,1
0.0979547,1.2187889,-0.14658202,-1.7943914,1.0,False,False,12.0,1
0.12233047,1.4152176,-0.18246984,-2.1288157,1.0,False,False,13.0,1
0.15063483,1.2223173,-0.22504616,-1.8976178,1.0,True,False,13.0,0
-0.013908304,-0.15586473,0.012432013,0.27984697,1.0,False,False,1.0,0
-0.0170256,-0.35116178,0.018028952,0.57642484,1.0,False,False,2.0,0
-0.024048835,-0.15629713,0.029557448,0.2894756,1.0,False,False,3.0,1
-0.027174778,-0.35182783,0.03534696,0.59133214,1.0,False,False,4.0,0
-0.034211334,-0.54742634,0.047173604,0.8949365,1.0,False,False,5.0,0
-0.04515986,-0.7431551,0.065072335,1.202067,1.0,False,False,6.0,0
-0.060022965,-0.5489322,0.089113675,0.93046695,1.0,False,False,7.0,1
-0.07100161,-0.3551187,0.10772301,0.66706496,1.0,False,False,8.0,1
-0.07810398,-0.55156076,0.12106431,0.9916295,1.0,False,False,9.0,0
-0.0891352,-0.7480765,0.1408969,1.3197515,1.0,False,False,10.0,0
-0.104096726,-0.55498856,0.16729192,1.0742764,1.0,False,False,11.0,1
-0.115196496,-0.75187826,0.18877746,1.4144428,1.0,False,False,12.0,0
-0.13023406,-0.9487701,0.21706632,1.7597051,1.0,True,False,12.0,0
0.017331569,-0.14869447,-0.032758195,0.3037228,1.0,False,False,1.0,0
0.0143576795,0.046878647,-0.02668374,0.0008913235,1.0,False,False,2.0,1
0.015295252,-0.14785066,-0.026665915,0.28503722,1.0,False,False,3.0,0
0.012338239,-0.34258235,-0.02096517,0.56919205,1.0,False,False,4.0,0
0.005486592,-0.14717272,-0.009581329,0.26997873,1.0,False,False,5.0,1
0.0025431376,-0.34215665,-0.004181755,0.5596243,1.0,False,False,6.0,0
-0.0042999955,-0.14697625,0.0070107314,0.26562685,1.0,False,False,7.0,1
-0.0072395205,0.048044942,0.012323269,-0.024836618,1.0,False,False,8.0,1
-0.0062786215,-0.14725155,0.011826536,0.27170882,1.0,False,False,9.0,0
-0.009223652,0.047699668,0.017260712,-0.017220628,1.0,False,False,10.0,1
-0.008269659,0.24256988,0.0169163,-0.304408,1.0,False,False,11.0,1
-0.0034182614,0.04721099,0.010828139,-0.0064384458,1.0,False,False,12.0,0
-0.0024740417,0.242176,0.010699371,-0.29568538,1.0,False,False,13.0,1
0.002369478,0.046903156,0.004785663,0.00035265298,1.0,False,False,14.0,0
0.0033075411,0.24195614,0.004792716,-0.29081652,1.0,False,False,15.0,1
0.008146664,0.046766184,-0.0010236141,0.0033741272,1.0,False,False,16.0,0
0.009081988,0.2419028,-0.0009561316,-0.28963158,1.0,False,False,17.0,1
0.013920044,0.046794496,-0.0067487634,0.0027496333,1.0,False,False,18.0,0
0.014855933,-0.14823002,-0.0066937706,0.29329562,1.0,False,False,19.0,0
0.011891333,-0.3432559,-0.00082785817,0.5838599,1.0,False,False,20.0,0
0.005026215,-0.14812236,0.010849341,0.29091632,1.0,False,False,21.0,1
0.0020637682,0.046843227,0.016667668,0.001674815,1.0,False,False,22.0,1
0.0030006326,-0.14851375,0.016701164,0.29956964,1.0,False,False,23.0,0
3.0357753e-05,0.04636621,0.022692556,0.01220038,1.0,False,False,24.0,1
0.00095768203,-0.1490737,0.022936564,0.3119558,1.0,False,False,25.0,0
-0.0020237921,-0.3445148,0.02917568,0.6117831,1.0,False,False,26.0,0
-0.008914088,-0.5400321,0.04141134,0.9135107,1.0,False,False,27.0,0
-0.01971473,-0.73568904,0.059681557,1.2189159,1.0,False,False,28.0,0
-0.03442851,-0.5413851,0.08405987,0.94551486,1.0,False,False,29.0,1
-0.045256212,-0.7375325,0.10297017,1.2633816,1.0,False,False,30.0,0
-0.06000686,-0.933809,0.1282378,1.5864567,1.0,False,False,31.0,0
-0.07868304,-0.74042344,0.15996693,1.3363589,1.0,False,False,32.0,1
-0.09349151,-0.93715787,0.18669412,1.6745229,1.0,False,False,33.0,0
-0.11223467,-0.7446292,0.22018458,1.4453179,1.0,True,False,33.0,1
0.007437121,-0.17077342,0.012203398,0.29517597,1.0,False,False,1.0,0
0.004021653,0.024172457,0.018106917,0.006366646,1.0,False,False,2.0,1
0.004505102,0.21903011,0.018234251,-0.28054878,1.0,False,False,3.0,1
0.008885704,0.023652865,0.012623275,0.017828943,1.0,False,False,4.0,0
0.009358762,0.21859153,0.012979854,-0.2708446,1.0,False,False,5.0,1
0.013730592,0.023286786,0.0075629614,0.025903793,1.0,False,False,6.0,0
0.014196328,-0.1719428,0.008081038,0.3209633,1.0,False,False,7.0,0
0.010757471,-0.3671789,0.014500303,0.6161837,1.0,False,False,8.0,0
0.0034138937,-0.1722625,0.026823977,0.32810274,1.0,False,False,9.0,1
-3.1356212e-05,-0.36775586,0.033386033,0.6291226,1.0,False,False,10.0,0
-0.0073864735,-0.56332743,0.045968484,0.93213016,1.0,False,False,11.0,0
-0.018653022,-0.7590385,0.064611085,1.2388966,1.0,False,False,12.0,0
-0.03383379,-0.5648032,0.08938902,0.967134,1.0,False,False,13.0,1
-0.045129854,-0.7610044,0.1087317,1.2865062,1.0,False,False,14.0,0
-0.060349945,-0.9573291,0.13446182,1.6111583,1.0,False,False,15.0,0
-0.079496525,-1.1537584,0.16668499,1.9425555,1.0,False,False,16.0,0
-0.102571696,-0.9607609,0.2055361,1.7058504,1.0,False,False,17.0,1
-0.12178691,-0.7685108,0.23965311,1.4835482,1.0,True,False,17.0,1
0.047281407,0.2347485,0.009290992,-0.31583384,1.0,False,False,1.0,1
0.05197638,0.42973688,0.0029743155,-0.6055723,1.0,False,False,2.0,1
0.060571115,0.23457347,-0.009137129,-0.311954,1.0,False,False,3.0,0
0.065262586,0.03958287,-0.015376209,-0.022166587,1.0,False,False,4.0,0
0.06605424,-0.15531524,-0.015819542,0.2656256,1.0,False,False,5.0,0
0.06294794,0.04002889,-0.0105070295,-0.032004688,1.0,False,False,6.0,1
0.063748516,0.23529993,-0.011147124,-0.3279841,1.0,False,False,7.0,1
0.06845451,0.4305788,-0.017706806,-0.62416136,1.0,False,False,8.0,1
0.077066086,0.23570846,-0.030190032,-0.33710724,1.0,False,False,9.0,0
0.08178026,0.04102885,-0.036932178,-0.054095406,1.0,False,False,10.0,0
0.08260084,-0.15354462,-0.038014084,0.22671019,1.0,False,False,11.0,0
0.07952994,-0.34810326,-0.03347988,0.5071639,1.0,False,False,12.0,0
0.07256788,-0.54273784,-0.023336604,0.7891109,1.0,False,False,13.0,0
0.06171312,-0.3473033,-0.0075543867,0.48917857,1.0,False,False,14.0,1
0.054767054,-0.1520756,0.0022291846,0.19412439,1.0,False,False,15.0,1
0.051725544,0.043014392,0.006111672,-0.097854495,1.0,False,False,16.0,1
0.05258583,-0.15219462,0.0041545825,0.19675037,1.0,False,False,17.0,0
0.04954194,0.04286766,0.00808959,-0.09461908,1.0,False,False,18.0,1
0.050399292,-0.15236929,0.006197208,0.20060508,1.0,False,False,19.0,0
0.047351904,0.042663477,0.01020931,-0.090116486,1.0,False,False,20.0,1
0.048205175,-0.15260331,0.00840698,0.20576991,1.0,False,False,21.0,0
0.045153107,0.042397417,0.012522378,-0.08424922,1.0,False,False,22.0,1
0.046001058,0.23733765,0.010837394,-0.37295514,1.0,False,False,23.0,1
0.05074781,0.432304,0.003378291,-0.66220134,1.0,False,False,24.0,1
0.05939389,0.62737876,-0.009865736,-0.9538186,1.0,False,False,25.0,1
0.071941465,0.8226321,-0.028942108,-1.2495848,1.0,False,False,26.0,1
0.088394105,1.0181128,-0.053933807,-1.5511909,1.0,False,False,27.0,1
0.10875636,1.2138386,-0.08495762,-1.8602015,1.0,False,False,28.0,1
0.13303313,1.019745,-0.12216165,-1.5950587,1.0,False,False,29.0,0
0.15342803,1.2160857,-0.15406282,-1.9232012,1.0,False,False,30.0,1
0.17774975,1.0229175,-0.19252685,-1.6819963,1.0,False,False,31.0,0
0.1982081,1.2196777,-0.22616678,-2.0279374,1.0,True,False,31.0,1
-0.0070005,0.19686466,-0.00839848,-0.27329305,1.0,False,False,1.0,1
-0.0030632063,0.0018635516,-0.013864341,0.016729176,1.0,False,False,2.0,0
-0.0030259353,-0.19305685,-0.013529757,0.3050057,1.0,False,False,3.0,0
-0.006887072,0.0022552677,-0.0074296435,0.008086704,1.0,False,False,4.0,1
-0.006841967,0.19748297,-0.0072679096,-0.28693107,1.0,False,False,5.0,1
-0.0028923075,0.39270782,-0.013006531,-0.5818974,1.0,False,False,6.0,1
0.004961849,0.19777049,-0.024644477,-0.2933399,1.0,False,False,7.0,0
0.008917259,0.393235,-0.030511277,-0.59369236,1.0,False,False,8.0,1
0.016781958,0.19855312,-0.042385124,-0.3107744,1.0,False,False,9.0,0
0.02075302,0.0040598535,-0.04860061,-0.03175401,1.0,False,False,10.0,0
0.020834219,-0.19033267,-0.04923569,0.24520752,1.0,False,False,11.0,0
0.017027564,0.005456667,-0.04433154,-0.06259003,1.0,False,False,12.0,1
0.017136699,-0.18900256,-0.04558334,0.21578303,1.0,False,False,13.0,0
0.0133566465,0.006740406,-0.041267682,-0.0909233,1.0,False,False,14.0,1
0.0134914545,-0.18776649,-0.04308615,0.18845938,1.0,False,False,15.0,0
0.009736125,-0.38224638,-0.03931696,0.46724507,1.0,False,False,16.0,0
0.0020911975,-0.5767914,-0.029972058,0.7472809,1.0,False,False,17.0,0
-0.009444631,-0.38126907,-0.01502644,0.44531864,1.0,False,False,18.0,1
-0.017070012,-0.5761752,-0.006120067,0.73322725,1.0,False,False,19.0,0
-0.028593516,-0.38096926,0.008544479,0.4386245,1.0,False,False,20.0,1
-0.036212903,-0.18596928,0.01731697,0.14864726,1.0,False,False,21.0,1
-0.03993229,0.008900471,0.020289913,-0.13852261,1.0,False,False,22.0,1
-0.03975428,-0.18650612,0.017519461,0.16049178,1.0,False,False,23.0,0
-0.0434844,0.00836069,0.020729298,-0.12661313,1.0,False,False,24.0,1
-0.043317188,0.20317964,0.018197035,-0.4126848,1.0,False,False,25.0,1
-0.039253592,0.0078045283,0.009943339,-0.11432101,1.0,False,False,26.0,0
-0.039097503,0.2027826,0.007656919,-0.40385038,1.0,False,False,27.0,1
-0.03504185,0.007552901,-0.0004200885,-0.108763285,1.0,False,False,28.0,0
-0.034890793,0.20268087,-0.0025953543,-0.40157872,1.0,False,False,29.0,1
-0.030837176,0.007595827,-0.010626929,-0.10971517,1.0,False,False,30.0,0
-0.030685259,0.20286843,-0.012821232,-0.4057318,1.0,False,False,31.0,1
-0.02662789,0.007930623,-0.020935869,-0.11711846,1.0,False,False,32.0,0
-0.026469277,0.2033462,-0.023278238,-0.41633227,1.0,False,False,33.0,1
-0.022402354,0.008561749,-0.031604882,-0.13107795,1.0,False,False,34.0,0
-0.022231119,0.20412184,-0.034226444,-0.4335619,1.0,False,False,35.0,1
-0.018148683,0.009500763,-0.04289768,-0.15186185,1.0,False,False,36.0,0
-0.017958667,0.20520988,-0.045934916,-0.4577635,1.0,False,False,37.0,1
-0.01385447,0.010766383,-0.055090185,-0.17990604,1.0,False,False,38.0,0
-0.013639142,-0.18352573,-0.05868831,0.09490167,1.0,False,False,39.0,0
-0.017309656,-0.37775955,-0.056790274,0.36850634,1.0,False,False,40.0,0
-0.024864847,-0.1818786,-0.049420148,0.058471214,1.0,False,False,41.0,1
-0.02850242,0.013915836,-0.048250724,-0.24938546,1.0,False,False,42.0,1
-0.028224103,0.20969245,-0.053238433,-0.5568888,1.0,False,False,43.0,1
-0.024030253,0.4055198,-0.064376205,-0.8658584,1.0,False,False,44.0,1
-0.015919859,0.60145605,-0.08169337,-1.1780674,1.0,False,False,45.0,1
-0.0038907365,0.7975384,-0.105254725,-1.4952012,1.0,False,False,46.0,1
0.012060031,0.9937711,-0.13515875,-1.818809,1.0,False,False,47.0,1
0.031935453,0.800386,-0.17153493,-1.5709928,1.0,False,False,48.0,0
0.047943175,0.607676,-0.20295478,-1.3363544,1.0,False,False,49.0,0
0.060096692,0.41560525,-0.22968188,-1.1134216,1.0,True,False,49.0,0
-0.046056148,0.23229946,-0.031832013,-0.304642,1.0,False,False,1.0,1
-0.04141016,0.42786023,-0.037924856,-0.6071916,1.0,False,False,2.0,1
-0.03285295,0.62349135,-0.050068688,-0.9115745,1.0,False,False,3.0,1
-0.020383125,0.42908132,-0.06830018,-0.6350389,1.0,False,False,4.0,0
-0.0118015,0.23497514,-0.081000954,-0.3646232,1.0,False,False,5.0,0
-0.007101997,0.041092176,-0.08829342,-0.098540515,1.0,False,False,6.0,0
-0.006280153,-0.1526607,-0.09026423,0.16503213,1.0,False,False,7.0,0
-0.0093333665,0.04362966,-0.08696359,-0.15470639,1.0,False,False,8.0,1
-0.008460774,-0.15014645,-0.090057716,0.10932429,1.0,False,False,9.0,0
-0.011463703,-0.34387022,-0.08787123,0.37229115,1.0,False,False,10.0,0
-0.018341107,-0.5376411,-0.080425404,0.6360252,1.0,False,False,11.0,0
-0.029093929,-0.34149504,-0.0677049,0.3191375,1.0,False,False,12.0,1
-0.03592383,-0.14547744,-0.061322153,0.005894727,1.0,False,False,13.0,1
-0.03883338,0.050467905,-0.06120426,-0.30548826,1.0,False,False,14.0,1
-0.03782402,0.24640621,-0.06731402,-0.61682826,1.0,False,False,15.0,1
-0.032895897,0.05228603,-0.07965059,-0.34608278,1.0,False,False,16.0,0
-0.031850174,0.2484453,-0.086572245,-0.66278136,1.0,False,False,17.0,1
-0.02688127,0.44465825,-0.09982787,-0.98141897,1.0,False,False,18.0,1
-0.017988104,0.25100556,-0.11945625,-0.72168684,1.0,False,False,19.0,0
-0.012967994,0.057720836,-0.13388999,-0.46886253,1.0,False,False,20.0,0
-0.011813577,0.25445494,-0.14326723,-0.80056876,1.0,False,False,21.0,1
-0.006724478,0.45122078,-0.15927862,-1.1346703,1.0,False,False,22.0,1
0.0022999377,0.25850022,-0.18197201,-0.89587873,1.0,False,False,23.0,0
0.007469942,0.45556074,-0.19988959,-1.239794,1.0,False,False,24.0,1
0.016581157,0.65260744,-0.22468548,-1.5878557,1.0,True,False,24.0,1
0.021898549,0.17401056,-0.017377961,-0.3208978,1.0,False,False,1.0,1
0.02537876,0.36937562,-0.023795918,-0.61901,1.0,False,False,2.0,1
0.03276627,0.5648217,-0.03617612,-0.91909146,1.0,False,False,3.0,1
0.044062708,0.7604135,-0.054557946,-1.2229207,1.0,False,False,4.0,1
0.059270978,0.56603515,-0.07901636,-0.94781905,1.0,False,False,5.0,0
0.07059168,0.76212704,-0.09797274,-1.2642457,1.0,False,False,6.0,1
0.08583422,0.5683843,-0.12325766,-1.0037832,1.0,False,False,7.0,0
0.097201906,0.76491785,-0.14333332,-1.3324931,1.0,False,False,8.0,1
0.112500265,0.96152645,-0.16998318,-1.6663775,1.0,False,False,9.0,1
0.1317308,1.1581695,-0.20331073,-2.0068257,1.0,False,False,10.0,1
0.15489419,0.9656645,-0.24344724,-1.7833781,1.0,True,False,10.0,0
0.032230597,0.21814989,0.03360234,-0.3064042,1.0,False,False,1.0,1
0.036593597,0.022565622,0.027474253,-0.0033161903,1.0,False,False,2.0,0
0.03704491,-0.17293936,0.02740793,0.29790702,1.0,False,False,3.0,0
0.033586122,-0.36844108,0.03336607,0.5991064,1.0,False,False,4.0,0
0.0262173,-0.5640136,0.045348197,0.9021096,1.0,False,False,5.0,0
0.014937028,-0.75971955,0.06339039,1.2086947,1.0,False,False,6.0,0
-0.00025736314,-0.56547105,0.08756428,0.93653136,1.0,False,False,7.0,1
-0.011566784,-0.37163213,0.10629491,0.672598,1.0,False,False,8.0,1
-0.018999426,-0.56805843,0.11974687,0.9967664,1.0,False,False,9.0,0
-0.030360594,-0.37472355,0.1396822,0.7439623,1.0,False,False,10.0,1
-0.037855066,-0.57146853,0.15456145,1.0771387,1.0,False,False,11.0,0
-0.049284436,-0.7682565,0.17610422,1.414062,1.0,False,False,12.0,0
-0.06464957,-0.96506834,0.20438546,1.7562214,1.0,False,False,13.0,0
-0.08395094,-0.7727656,0.23950988,1.533443,1.0,True,False,13.0,1
-0.042261142,0.15521282,-0.030385522,-0.3367221,1.0,False,False,1.0,1
-0.039156884,-0.039463837,-0.037119966,-0.053773865,1.0,False,False,2.0,0
-0.03994616,0.15617016,-0.038195442,-0.3579335,1.0,False,False,3.0,1
-0.03682276,0.3518137,-0.045354113,-0.6624115,1.0,False,False,4.0,1
-0.029786484,0.15735115,-0.05860234,-0.38434714,1.0,False,False,5.0,0
-0.026639462,0.35325402,-0.06628928,-0.69491625,1.0,False,False,6.0,1
-0.019574381,0.54922974,-0.08018761,-1.0077089,1.0,False,False,7.0,1
-0.0085897865,0.7453253,-0.10034179,-1.324457,1.0,False,False,8.0,1
0.00631672,0.94156116,-0.12683094,-1.6467812,1.0,False,False,9.0,1
0.025147945,0.7481305,-0.15976655,-1.3961542,1.0,False,False,10.0,0
0.040110555,0.94483817,-0.18768963,-1.7342297,1.0,False,False,11.0,1
0.059007317,0.7522882,-0.22237423,-1.5053345,1.0,True,False,11.0,0
0.005022708,-0.2000053,-0.012925409,0.33531436,1.0,False,False,1.0,0
